id,firm,date_review,job_title,location,overall_rating,headline,pros,cons
401957,IHG-Hotels-and-Resorts,13/01/2019, Breakfast Supervisor,"Peterborough, England, England",3,Good place to work,"Interesting place,  good people, use of facilities, gym, pool etc",can be demanding and lack of staff
401958,IHG-Hotels-and-Resorts,15/01/2019, Manager,"London, England, England",3,Great place to work,very positive culture and good development,"No cons that I experienced, loved the role"
401959,IHG-Hotels-and-Resorts,21/01/2019, Anonymous Employee,"Denham, South East England, England, England",4,Properly hospitable,"Friendly people, lovely office, great perks.",Matrix management structure slows decision making.
401960,IHG-Hotels-and-Resorts,14/02/2019, Maintenance,"Edinburgh, Scotland, Scotland",4,Diverse work,"Every day something new, Good local management, good team spirit",Pay is low for our teams skill set
401961,IHG-Hotels-and-Resorts,09/03/2019, MRS,"London, England, England",5,Customer Service Manager,I have more than 10 years experience working with different Hotels,A hotel need you to be someone who can deal with every problem that may arise from the guest living in the Hotel or the employees.
401962,IHG-Hotels-and-Resorts,16/05/2019, Senior Concierge Member of Les Clefs D'Or,"London, England, England",5,Any time,It's a home away from home!,I cannot say anything negative about this company
401963,IHG-Hotels-and-Resorts,17/05/2019, Marketing,"Denham, South East England, England, England",4,"Great flexibility and Benefits, but very slow pace and lots of processes","- Great bunch of people to work with
- work life balance is really respected (flexible working hours, work from home etc)
- Good benefits package - pension, medical, good salary, free on-site gym with classes, subsidized canteen, staff discounts on hotels, training courses provided (but not externally)","- after going through a major reorganisation  IHG is still trying to work out structure, processes, and ways of working which proves very frustrating at getting anything done. I was warned that the pace was slow before I joined, but apparently it has slowed down even further since this re-org to the point where staff are very frustrated.
- Decisions are being led by the office in Atlanta who see the Europe market as a bit of an afterthought."
401964,IHG-Hotels-and-Resorts,11/06/2019, Operations,"London, England, England",4,Operations,Great career paths although you might be required to travel to achieve this,Salary is low in comparison to other hotels
401965,IHG-Hotels-and-Resorts,17/06/2019, Bar Manager,"Glasgow, Scotland, Scotland",4,Bar manager,Good discount / staff meals,Workload expectations / upper management
401966,IHG-Hotels-and-Resorts,19/06/2019, Maintenance Technician,"Birmingham, England, England",1,Worst job so far no progress,"Working in City Centre easy acess, good general mananger but he retired","Poor managment, staff food always poor plain cold past with cheapest tomato sauce/ketchup 3 times a week. No respect"
401967,IHG-Hotels-and-Resorts,09/07/2019, Waiter,"Glasgow, Scotland, Scotland",1,Unbelievable,Subsidised taxi (only Â£4) weekly tips,"Where do I begin, the restaurant team is rife with laziness, maintenance refuses to assist with any problems that arenâ€™t considered â€œmajorâ€ the paper trail or lack there of is non existent and I had to keep a personal written copy of my hours with signed time stamps from my manager as I was not paid my wages in multiple occasions. HR department couldnâ€™t care less about employees that arenâ€™t management. The finance department frequently underpays or does not pay staff across all departments. Managers skim 50% of the tips off the top of the jar every week. And to take the biscuit I had my monthly review and my managers higher ups said and I quote â€œwe donâ€™t need some punk trying to do a better job than usâ€ and I was given the option to leave or be fired."
401968,IHG-Hotels-and-Resorts,22/07/2019, Key Account Manager,"Denham, Suffolk, East of England, England, England",5,Work recognition,"IHG is a great company to work for , since joining IHG I  feel valued and recognised. They offer a clear career path and actions are put into place to make sure you feel supported during your personal development.  Here at IHG, I have found the perfect work/life balance and fantastic benefits. Last but no least IHG is a responsible business,  diverse and inclusive. . #TrueHospitalityForEveryone",I do not have any Cons with regards to current role at IHG or the company in general.
401969,IHG-Hotels-and-Resorts,23/07/2019, Analyst,"London, England, England",5,Analyst,Great work life balance and inclusive culture,Office locations and  diversity at senior level
401970,IHG-Hotels-and-Resorts,22/08/2019, Category Specialist,"London, England, England",4,Great place to work,"The culture of the company is very good, there is a supportive environment in every role. The hospitality aspect is even felt at work amongst colleagues as every one is very nice and accommodating.",Not so great on L&D and career progression - it is very hard to get up the ladder.
401971,IHG-Hotels-and-Resorts,23/09/2019, Bartender,"Edinburgh, Scotland, Scotland",3,"Beautiful Place to work , great people","Stunning bar and place to work, great work colleagues, GREAT pay also!","Poor Management, so made shifts extremely difficult  to complete without any issues,  issues with low stock and incorrect orders (Also due to management) which made making drinks hard as there was not enough ingredients, no staff discount when ordering drinks from the bar after shifts"
401972,IHG-Hotels-and-Resorts,14/11/2019, Finance Manager,"London, England, England",2,"Finance reporting, business cases and strategy",Good facilities at HQ some good people,"Too many people out for themselves, holding large number of shares and looking after themselves, not the Company.  Some get huge salaries unjustified, others don't get much.  Some great HR people some a nightmare.  Have a team that rpomote ICG as being great to work etc, all fake."
