id,firm,date_review,job_title,location,overall_rating,headline,pros,cons,reviewText,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Sentiment
168249,Dalata-Hotel-Group,02/11/2019, Chef De Partie,"Dublin, Dublin",3,Ok,"Good training, well if your a liked employee.","No pay rise at all, management in the hotels only care about themselves","Ok Good training, well if your a liked employee. No pay rise at all, management in the hotels only care about themselves",0.13917258,0.42534456,0.43548292,Positive Sentiment
168250,Dalata-Hotel-Group,08/11/2019, Waitress,Galway,1,i worked for 3 years,lovely people. very friendly and funny,"management.
disorganized.
wing every working day service.","i worked for 3 years lovely people. very friendly and funny management.
disorganized.
wing every working day service.",0.016529927,0.10782318,0.8756469,Positive Sentiment
168251,Dalata-Hotel-Group,09/11/2019, Human Resources Manager,"Dublin, Dublin",5,Excellent,"Training & development opportunities, employee progression plans, employee assistance programme",N/A N/A N/A N/A N/A,"Excellent Training & development opportunities, employee progression plans, employee assistance programme N/A N/A N/A N/A N/A",0.002992837,0.10412043,0.8928867,Positive Sentiment
168252,Dalata-Hotel-Group,11/11/2019, Central Office Employee,"Dublin, Dublin",5,Great company,Dalata is a great company to work for - very focused on inclusion and personal development,No cons to identify - all is going well,Great company Dalata is a great company to work for - very focused on inclusion and personal development No cons to identify - all is going well,0.00183245,0.011815251,0.9863523,Positive Sentiment
168253,Dalata-Hotel-Group,11/11/2019, Front Desk Receptionist,,5,Love working with the company. The team is really good.,The team is really good.,Pay can be little higher.,Love working with the company. The team is really good. The team is really good. Pay can be little higher.,0.002038573,0.008815671,0.98914576,Positive Sentiment
168254,Dalata-Hotel-Group,14/11/2019, Human Resources Manager,Calcutta,2,HR,"Cheap Hotel Rates,
Central locations,
Good Training","Overtime is assumed,
Pay is very low compared to elsewhere,
Poor communication between management","HR Cheap Hotel Rates,
Central locations,
Good Training Overtime is assumed,
Pay is very low compared to elsewhere,
Poor communication between management",0.5232917,0.41097787,0.06573044,Negative Sentiment
168255,Dalata-Hotel-Group,20/11/2019, Anonymous Employee,,4,Team spirit,it's Nice place to work,there are no cons if you are here for development,Team spirit it's Nice place to work there are no cons if you are here for development,0.00336428,0.044585485,0.95205027,Positive Sentiment
168256,Dalata-Hotel-Group,06/02/2020, Front Desk Agent,,3,Good,"Great team environment
Meals on duty","Sometimes understaffed
Can be difficult getting time off","Good Great team environment
Meals on duty Sometimes understaffed
Can be difficult getting time off",0.12608916,0.38573715,0.4881737,Positive Sentiment
168257,Dalata-Hotel-Group,05/03/2020, Graduate Manager,Calcutta,5,Graduate manager,Good training  provided by company,Lack of jobs in Belfast,Graduate manager Good training  provided by company Lack of jobs in Belfast,0.06973328,0.3831152,0.5471515,Positive Sentiment
168258,Dalata-Hotel-Group,12/05/2020, Human Resources Manager,Calcutta,5,Good company,"EAP, Training & Development, progression",None that I can see at present,"Good company EAP, Training & Development, progression None that I can see at present",0.010153376,0.14572386,0.8441227,Positive Sentiment
168259,Dalata-Hotel-Group,14/08/2020, Anonymous Employee,,4,Good company,"Good training opportunities 
Opportunities to move up the ladder and around departments",Not a specific company con but FOH roles often work extra hours and days than rostered but thatâ€™s all across hospitality from my experience,"Good company Good training opportunities 
Opportunities to move up the ladder and around departments Not a specific company con but FOH roles often work extra hours and days than rostered but thatâ€™s all across hospitality from my experience",0.01415647,0.16872959,0.81711394,Positive Sentiment
168260,Dalata-Hotel-Group,23/08/2020, Human Resources Manager,,5,Great place to work,Good training and development opportunities,"Great place to work, nothing to add","Great place to work Good training and development opportunities Great place to work, nothing to add",0.003881806,0.024640994,0.97147715,Positive Sentiment
168261,Dalata-Hotel-Group,24/08/2020, Associate,"Dublin, Dublin",3,Needs Improvment,Get to meet some great people,Higher ups do not listen,Needs Improvment Get to meet some great people Higher ups do not listen,0.06249922,0.27212474,0.665376,Positive Sentiment
168262,Dalata-Hotel-Group,07/09/2020, Accommodation Assistant,Galway,3,Ok for a minimum wage job,Nice management. Use of hotel facilities such as the gym and pool for free. Well fed for free while working.,Holiday cycle means there are periods where you're understaffed and then periods where you're not getting as many hours because the hotel isn't busy enough.,Ok for a minimum wage job Nice management. Use of hotel facilities such as the gym and pool for free. Well fed for free while working. Holiday cycle means there are periods where you're understaffed and then periods where you're not getting as many hours because the hotel isn't busy enough.,0.33795595,0.49948663,0.1625574,Neutral Sentiment
168263,Dalata-Hotel-Group,13/10/2020, Accommodation Assistant,"Dublin, Dublin",1,Workplace,Ok pay good benefits free meal,"Lack of respect , poor management","Workplace Ok pay good benefits free meal Lack of respect , poor management",0.5078229,0.3802549,0.111922294,Negative Sentiment
168264,Dalata-Hotel-Group,14/10/2020, CENTRAL OFFICE,,5,Great Company,Staff well looked after in all aspects of the job. All staff treated as equals,Nothing to report here on Cons,Great Company Staff well looked after in all aspects of the job. All staff treated as equals Nothing to report here on Cons,0.013183782,0.09017287,0.89664334,Positive Sentiment
168265,Dalata-Hotel-Group,21/10/2020, Anonymous Employee,,1,Terrible management,Staff discount when booking hotels,"Hard job, no support from HR or managers","Terrible management Staff discount when booking hotels Hard job, no support from HR or managers",0.9153871,0.07795376,0.00665922,Negative Sentiment
168266,Dalata-Hotel-Group,21/10/2020, F &Amp; B Assistant,"Dublin, Dublin",4,Good company if you put yourself forward,Good development opportunities within the company,Staff dont have much of a say in anything and can be forgotten,Good company if you put yourself forward Good development opportunities within the company Staff dont have much of a say in anything and can be forgotten,0.024774985,0.1602505,0.81497455,Positive Sentiment
168267,Dalata-Hotel-Group,29/10/2020, Bartender,"Dublin, Dublin",5,Good employee treatment and incentives,The employees from all parts of the hotel are respected and have incentives lined up to correctly do their jobs,The global lockdown has had a harsh effect on the company's revenue,Good employee treatment and incentives The employees from all parts of the hotel are respected and have incentives lined up to correctly do their jobs The global lockdown has had a harsh effect on the company's revenue,0.058970626,0.35838228,0.5826471,Positive Sentiment
